id,symbol,status,timestamp_created,buy_order_price,buy_order_status,sell_order_price,sell_order_status,buy_size_quote,buy_size_base,sell_size_quote,sell_size_base,psar_timeframe,max_number_of_trades_for_period,max_number_of_trades_period,buy_order_fill_timestamp,buy_order_fee,sell_order_fill_timestamp,sell_order_fee,side,gross_pnl,net_pnl
148,btcusdt,closed,2022-04-01 00:03:14.495769,45521.444781000006,filled,45522.355219000005,filled,12,0.0002636120197355561,12.00012,0.00026360938361535876,5min,100,7d,2022-04-01 00:03:15.471796,0.0012000000000000001,2022-04-01 00:03:21.708757,0.001200012,long,0.00012000000000078614,-0.002280011999999214
149,btcusdt,closed,2022-04-01 00:03:14.495783,45521.45478090001,filled,45522.36521910001,filled,12,0.0002636119618267338,12.00012,0.0002636093257071155,5min,100,7d,2022-04-01 00:03:15.471796,0.0012000000000000001,2022-04-01 00:03:21.708757,0.001200012,long,0.00012000000000078614,-0.002280011999999214
150,btcusdt,closed,2022-04-01 00:03:14.495857,45521.4647808,filled,45522.3752192,filled,12,0.00026361190391793694,12.000120000000003,0.0002636092677988978,5min,100,7d,2022-04-01 00:03:15.471796,0.0012000000000000001,2022-04-01 00:03:21.708757,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
151,btcusdt,closed,2022-04-01 00:03:14.523842,45522.3847716,filled,45523.2952284,filled,12,0.00026360657641746454,12.000119999999999,0.0002636039403517004,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
152,btcusdt,closed,2022-04-01 00:03:14.540074,45522.3947715,filled,45523.3052285,filled,12,0.0002636065185110337,12.000120000000003,0.00026360388244584866,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
153,btcusdt,closed,2022-04-01 00:03:14.541144,45522.3947715,filled,45523.3052285,filled,12,0.0002636065185110337,12.000120000000003,0.00026360388244584866,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
154,btcusdt,closed,2022-04-01 00:03:14.541146,45522.3947715,filled,45523.3052285,filled,12,0.0002636065185110337,12.000120000000003,0.00026360388244584866,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
155,btcusdt,closed,2022-04-01 00:03:14.543311,45522.3947715,filled,45523.3052285,filled,12,0.0002636065185110337,12.000120000000003,0.00026360388244584866,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
156,btcusdt,closed,2022-04-01 00:03:14.543312,45522.3947715,filled,45523.3052285,filled,12,0.0002636065185110337,12.000120000000003,0.00026360388244584866,5min,100,7d,2022-04-01 00:03:15.425295,0.0012000000000000001,2022-04-01 00:03:21.708929,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
157,btcusdt,closed,2022-04-01 00:03:14.580490,45523.954755900006,filled,45524.86524410001,filled,12,0.000263597485419361,12.00012,0.0002635948494445068,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.001200012,long,0.00012000000000078614,-0.002280011999999214
158,btcusdt,closed,2022-04-01 00:03:14.580491,45524.864746800005,filled,45525.7752532,filled,12,0.000263592216401774,12.000119999999999,0.00026358958047961,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
159,btcusdt,closed,2022-04-01 00:03:14.580491,45524.9347461,filled,45525.8452539,filled,12,0.0002635918111014538,12.00012,0.00026358917518334277,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.001200012,long,0.00012000000000078614,-0.002280011999999214
160,btcusdt,closed,2022-04-01 00:03:14.588380,45524.9347461,filled,45525.8452539,filled,12,0.0002635918111014538,12.00012,0.00026358917518334277,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.001200012,long,0.00012000000000078614,-0.002280011999999214
161,btcusdt,closed,2022-04-01 00:03:14.611705,45525.8847366,filled,45526.7952634,filled,12,0.0002635863107203437,12.000120000000003,0.0002635836748572365,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
162,btcusdt,closed,2022-04-01 00:03:14.611708,45525.9947355,filled,45526.9052645,filled,12,0.00026358567384893866,12.00012,0.00026358303799220017,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.072658,0.001200012,long,0.00012000000000078614,-0.002280011999999214
163,btcusdt,closed,2022-04-01 00:03:14.631711,45527.474720700004,filled,45528.385279300004,filled,12,0.00026357710533292443,12.00012,0.00026357446956187114,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:03:22.277226,0.001200012,long,0.00012000000000078614,-0.002280011999999214
186,btcusdt,closed,2022-04-01 00:03:21.708757,45522.4347711,filled,45523.345228900005,filled,12,0.00026360628688556483,12.000120000000003,0.00026360365082269603,5min,100,7d,2022-04-01 00:03:22.994406,0.0012000000000000001,2022-04-01 00:03:24.620870,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
187,btcusdt,closed,2022-04-01 00:03:21.708758,45522.744768,filled,45523.655232,filled,12,0.00026360449180198257,12.000119999999999,0.0002636018557570645,5min,100,7d,2022-04-01 00:03:22.994406,0.0012000000000000001,2022-04-01 00:03:24.620870,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
188,btcusdt,closed,2022-04-01 00:03:21.708929,45523.094764500005,filled,45524.00523550001,filled,12,0.00026360246512409537,12.00012,0.0002635998290994441,5min,100,7d,2022-04-01 00:03:22.994406,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
189,btcusdt,closed,2022-04-01 00:03:21.708932,45523.2147633,filled,45524.1252367,filled,12,0.00026360177027027944,12.00012,0.00026359913425257677,5min,100,7d,2022-04-01 00:03:22.964863,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
190,btcusdt,closed,2022-04-01 00:03:21.732638,45523.544760000004,filled,45524.45524,filled,12,0.00026359985944117415,12.00012,0.0002635972234425797,5min,100,7d,2022-04-01 00:03:22.964863,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
191,btcusdt,closed,2022-04-01 00:03:21.798074,45523.544760000004,filled,45524.45524,filled,12,0.00026359985944117415,12.00012,0.0002635972234425797,5min,100,7d,2022-04-01 00:03:22.964863,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
192,btcusdt,closed,2022-04-01 00:03:21.811507,45523.5347601,filled,45524.4452399,filled,12,0.0002635999173446794,12.00012,0.000263597281345506,5min,100,7d,2022-04-01 00:03:22.964863,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
193,btcusdt,closed,2022-04-01 00:03:21.820355,45523.544760000004,filled,45524.45524,filled,12,0.00026359985944117415,12.00012,0.0002635972234425797,5min,100,7d,2022-04-01 00:03:22.964863,0.0012000000000000001,2022-04-01 00:03:24.620870,0.001200012,long,0.00012000000000078614,-0.002280011999999214
194,btcusdt,closed,2022-04-01 00:03:21.820701,45524.3747517,filled,45525.2852483,filled,12,0.00026359505353891515,12.000119999999999,0.0002635924175883798,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:03:24.652975,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
195,btcusdt,closed,2022-04-01 00:03:21.867610,45524.3747517,filled,45525.2852483,filled,12,0.00026359505353891515,12.000119999999999,0.0002635924175883798,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:03:24.652975,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
196,btcusdt,closed,2022-04-01 00:03:21.917911,45524.3747517,filled,45525.2852483,filled,12,0.00026359505353891515,12.000119999999999,0.0002635924175883798,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:03:24.652975,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
197,btcusdt,closed,2022-04-01 00:03:21.988118,45524.3747517,filled,45525.2852483,filled,12,0.00026359505353891515,12.000119999999999,0.0002635924175883798,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:03:24.652975,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
205,btcusdt,closed,2022-04-01 00:03:24.623624,45524.5047504,filled,45525.4152496,filled,12,0.0002635943008231092,12.00012,0.00026359166488010093,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:03:35.404851,0.001200012,long,0.00012000000000078614,-0.002280011999999214
206,btcusdt,closed,2022-04-01 00:03:24.652278,45524.5047504,filled,45525.4152496,filled,12,0.0002635943008231092,12.00012,0.00026359166488010093,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:03:35.404851,0.001200012,long,0.00012000000000078614,-0.002280011999999214
207,btcusdt,closed,2022-04-01 00:03:24.652294,45524.5047504,filled,45525.4152496,filled,12,0.0002635943008231092,12.00012,0.00026359166488010093,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:03:35.404851,0.001200012,long,0.00012000000000078614,-0.002280011999999214
179,btcusdt,closed,2022-04-01 00:03:21.606322,45518.9148063,filled,45519.8251937,filled,12,0.00026362667148512845,12.000119999999999,0.0002636240352184136,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:07.968845,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
180,btcusdt,closed,2022-04-01 00:03:21.628028,45519.8247972,filled,45520.7352028,filled,12,0.0002636214013006952,12.00012,0.00026361876508668224,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:08.003653,0.001200012,long,0.00012000000000078614,-0.002280011999999214
181,btcusdt,closed,2022-04-01 00:03:21.648740,45520.044795,filled,45520.955205000006,filled,12,0.0002636201272218014,12.00012,0.0002636174910205292,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:08.003653,0.001200012,long,0.00012000000000078614,-0.002280011999999214
182,btcusdt,closed,2022-04-01 00:03:21.662356,45520.044795,filled,45520.955205000006,filled,12,0.0002636201272218014,12.00012,0.0002636174910205292,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:08.003653,0.001200012,long,0.00012000000000078614,-0.002280011999999214
183,btcusdt,closed,2022-04-01 00:03:21.680471,45520.0747947,filled,45520.9852053,filled,12,0.00026361995348472464,12.000119999999999,0.0002636173172851898,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:08.003653,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
184,btcusdt,closed,2022-04-01 00:03:21.694277,45520.0747947,filled,45520.9852053,filled,12,0.00026361995348472464,12.000119999999999,0.0002636173172851898,5min,100,7d,2022-04-01 00:03:35.471810,0.0012000000000000001,2022-04-01 00:04:08.003653,0.0012000119999999999,long,0.00011999999999900979,-0.00228001200000099
185,btcusdt,closed,2022-04-01 00:03:21.708754,45520.344792,filled,45521.255208,filled,12,0.00026361838986133833,12.00012,0.00026361575367743977,5min,100,7d,2022-04-01 00:03:35.471252,0.0012000000000000001,2022-04-01 00:04:08.047426,0.001200012,long,0.00012000000000078614,-0.002280011999999214
217,btcusdt,closed,2022-04-01 00:03:35.404852,45526.444731,filled,45527.35526900001,filled,12,0.0002635830684979652,12.000120000000003,0.0002635804326672802,5min,100,7d,2022-04-01 00:03:35.405437,0.0012000000000000001,2022-04-01 00:04:10.108511,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
218,btcusdt,closed,2022-04-01 00:03:35.404853,45526.454730900005,filled,45527.36526910001,filled,12,0.00026358301060186185,12.000120000000003,0.00026358037477175586,5min,100,7d,2022-04-01 00:03:35.405437,0.0012000000000000001,2022-04-01 00:04:10.108511,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
219,btcusdt,closed,2022-04-01 00:03:35.404855,45526.454730900005,filled,45527.36526910001,filled,12,0.00026358301060186185,12.000120000000003,0.00026358037477175586,5min,100,7d,2022-04-01 00:03:35.405437,0.0012000000000000001,2022-04-01 00:04:10.108511,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
198,btcusdt,closed,2022-04-01 00:03:22.072665,45526.8947265,filled,45527.8052735,filled,12,0.0002635804631984952,12.00012,0.00026357782739386325,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
199,btcusdt,closed,2022-04-01 00:03:22.112313,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
200,btcusdt,closed,2022-04-01 00:03:22.185544,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
201,btcusdt,closed,2022-04-01 00:03:22.227857,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
202,btcusdt,closed,2022-04-01 00:03:22.232928,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
203,btcusdt,closed,2022-04-01 00:03:22.246439,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:22.950536,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
208,btcusdt,closed,2022-04-01 00:03:24.652975,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
209,btcusdt,closed,2022-04-01 00:03:24.851348,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
210,btcusdt,closed,2022-04-01 00:03:24.882421,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
211,btcusdt,closed,2022-04-01 00:03:24.977690,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
212,btcusdt,closed,2022-04-01 00:03:25.069251,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
213,btcusdt,closed,2022-04-01 00:03:25.131724,45526.744728,filled,45527.655272,filled,12,0.0002635813316259294,12.000120000000003,0.00026357869581261314,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
214,btcusdt,closed,2022-04-01 00:03:25.156141,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
215,btcusdt,closed,2022-04-01 00:03:25.158836,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
216,btcusdt,closed,2022-04-01 00:03:25.192464,45526.7547279,filled,45527.6652721,filled,12,0.00026358127373058907,12.00012,0.0002635786379178518,5min,100,7d,2022-04-01 00:03:25.887137,0.0012000000000000001,2022-04-01 00:04:10.108514,0.001200012,long,0.00012000000000078614,-0.002280011999999214
127,btcusdt,closed,2022-04-01 00:02:56.978025,45529.5447,filled,45530.4553,filled,12,0.00026356512192400643,12.00012,0.0002635624862727872,5min,100,7d,2022-04-01 00:03:12.667258,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
164,btcusdt,closed,2022-04-01 00:03:14.633277,45529.2147033,filled,45530.125296700004,filled,12,0.0002635670322495202,12.00012,0.0002635643965791977,5min,100,7d,2022-04-01 00:03:15.425142,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
165,btcusdt,closed,2022-04-01 00:03:14.633277,45529.5746997,filled,45530.4853003,filled,12,0.00026356494825942377,12.00012,0.0002635623126099412,5min,100,7d,2022-04-01 00:03:15.230072,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
166,btcusdt,closed,2022-04-01 00:03:14.633278,45529.5746997,filled,45530.4853003,filled,12,0.00026356494825942377,12.00012,0.0002635623126099412,5min,100,7d,2022-04-01 00:03:15.230072,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
167,btcusdt,closed,2022-04-01 00:03:14.645533,45529.5646998,filled,45530.4753002,filled,12,0.00026356500614759253,12.00012,0.0002635623704975311,5min,100,7d,2022-04-01 00:03:15.230072,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
168,btcusdt,closed,2022-04-01 00:03:14.645533,45529.5646998,filled,45530.4753002,filled,12,0.00026356500614759253,12.00012,0.0002635623704975311,5min,100,7d,2022-04-01 00:03:15.230072,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
169,btcusdt,closed,2022-04-01 00:03:14.645533,45529.5646998,filled,45530.4753002,filled,12,0.00026356500614759253,12.00012,0.0002635623704975311,5min,100,7d,2022-04-01 00:03:15.230072,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
204,btcusdt,closed,2022-04-01 00:03:22.328493,45529.5646998,filled,45530.4753002,filled,12,0.00026356500614759253,12.00012,0.0002635623704975311,5min,100,7d,2022-04-01 00:03:22.926406,0.0012000000000000001,2022-04-01 00:04:10.108520,0.001200012,long,0.00012000000000078614,-0.002280011999999214
227,btcusdt,closed,2022-04-01 00:04:10.108514,45529.084704600005,filled,45529.995295400004,filled,12,0.0002635677848095986,12.00012,0.0002635651491317505,5min,100,7d,2022-04-01 00:19:05.582872,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
228,btcusdt,closed,2022-04-01 00:04:10.108520,45530.1846936,filled,45531.095306400006,filled,12,0.00026356141712921257,12.000120000000003,0.0002635587815150413,5min,100,7d,2022-04-01 00:19:05.582850,0.0012000000000000001,2022-04-01 00:19:05.694277,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
229,btcusdt,closed,2022-04-01 00:04:10.108525,45530.52469020001,filled,45531.43530980001,filled,12,0.00026355944899934087,12.00012,0.00026355681340485093,5min,100,7d,2022-04-01 00:19:05.582706,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
230,btcusdt,closed,2022-04-01 00:04:10.108529,45530.54469,filled,45531.455310000005,filled,12,0.0002635593332279109,12.000120000000003,0.00026355669763457865,5min,100,7d,2022-04-01 00:19:05.582706,0.0012000000000000001,2022-04-01 00:19:05.694277,0.0012000120000000003,long,0.0001200000000025625,-0.002280011999997438
231,btcusdt,closed,2022-04-01 00:04:10.108539,45531.024685200005,filled,45531.93531480001,filled,12,0.00026355655474410256,12.00012,0.00026355391917855513,5min,100,7d,2022-04-01 00:19:05.582526,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
232,btcusdt,closed,2022-04-01 00:04:10.108748,45531.27468270001,filled,45532.185317300005,filled,12,0.0002635551076403205,12.00012,0.0002635524720892441,5min,100,7d,2022-04-01 00:19:05.582146,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
233,btcusdt,closed,2022-04-01 00:04:10.108755,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
234,btcusdt,closed,2022-04-01 00:04:10.182446,45532.4646708,filled,45533.375329200004,filled,12,0.000263548219644161,12.00012,0.0002635455841619646,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
235,btcusdt,closed,2022-04-01 00:04:10.404120,45532.4646708,filled,45533.375329200004,filled,12,0.000263548219644161,12.00012,0.0002635455841619646,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
236,btcusdt,closed,2022-04-01 00:04:10.604090,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
237,btcusdt,closed,2022-04-01 00:04:10.670834,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
238,btcusdt,closed,2022-04-01 00:04:10.689341,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
239,btcusdt,closed,2022-04-01 00:04:10.701174,45532.4646708,filled,45533.375329200004,filled,12,0.000263548219644161,12.00012,0.0002635455841619646,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
240,btcusdt,closed,2022-04-01 00:04:10.782635,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
241,btcusdt,closed,2022-04-01 00:04:10.821256,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
242,btcusdt,closed,2022-04-01 00:04:10.855740,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
243,btcusdt,closed,2022-04-01 00:04:11.326175,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
244,btcusdt,closed,2022-04-01 00:04:11.393097,45532.4646708,filled,45533.375329200004,filled,12,0.000263548219644161,12.00012,0.0002635455841619646,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
245,btcusdt,closed,2022-04-01 00:04:11.393614,45532.4646708,filled,45533.375329200004,filled,12,0.000263548219644161,12.00012,0.0002635455841619646,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
246,btcusdt,closed,2022-04-01 00:04:11.423069,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
247,btcusdt,closed,2022-04-01 00:04:11.423073,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
248,btcusdt,closed,2022-04-01 00:04:11.423074,45532.4746707,filled,45533.38532930001,filled,12,0.0002635481617633658,12.00012,0.0002635455262817482,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
249,btcusdt,closed,2022-04-01 00:04:11.423075,45532.4846706,filled,45533.3953294,filled,12,0.000263548103882596,12.00012,0.0002635454684015572,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
250,btcusdt,closed,2022-04-01 00:04:11.448830,45532.4846706,filled,45533.3953294,filled,12,0.000263548103882596,12.00012,0.0002635454684015572,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
251,btcusdt,closed,2022-04-01 00:04:11.559981,45532.4846706,filled,45533.3953294,filled,12,0.000263548103882596,12.00012,0.0002635454684015572,5min,100,7d,2022-04-01 00:19:05.582094,0.0012000000000000001,2022-04-01 00:19:05.694277,0.001200012,long,0.00012000000000078614,-0.002280011999999214
